Year,Park,ParkVisitorCount,ParkPctChange,StateVisitorCount,StatePctChange
2013,Fort Bowie NHS,"8,082",1.46%,"10,103,264",1.24%
2013,Glen Canyon NRA,"159,354",-3.37%,"10,103,264",1.24%
2013,Grand Canyon NP,"4,564,840",3.25%,"10,103,264",1.24%
2013,Hubbell Trading Post NHS,"75,678",0.82%,"10,103,264",1.24%
2013,Lake Mead NRA,"1,586,179",0.94%,"10,103,264",1.24%
2013,Montezuma Castle NM,"389,091",-14.54%,"10,103,264",1.24%
2013,Navajo NM,"54,168",-6.96%,"10,103,264",1.24%
2013,Organ Pipe Cactus NM,"206,860",27.89%,"10,103,264",1.24%
2013,Petrified Forest NP,"644,648",-3.04%,"10,103,264",1.24%
2013,Pipe Spring NM,"51,118",-6.53%,"10,103,264",1.24%
2013,Saguaro NP,"678,261",6.93%,"10,103,264",1.24%
2013,Sunset Crater Volcano NM,"184,864",3.98%,"10,103,264",1.24%
2013,Tonto NM,"39,632",-23.61%,"10,103,264",1.24%
2013,Tumacacori NHP,"31,433",-10.60%,"10,103,264",1.24%
2013,Tuzigoot NM,"85,746",-11.95%,"10,103,264",1.24%
2013,Walnut Canyon NM,"125,267",13.11%,"10,103,264",1.24%
2013,Wupatki NM,"190,878",-5.21%,"10,103,264",1.24%
2013,Arkansas Post NMEM,"36,420",-8.27%,"2,776,183",1.79%
2013,Buffalo NR,"1,125,227",2.94%,"2,776,183",1.79%
2013,Fort Smith NHS,"69,584",-20.37%,"2,776,183",1.79%
2013,Hot Springs NP,"1,325,719",1.78%,"2,776,183",1.79%
2013,Little Rock Central High School NHS,"114,144",78.52%,"2,776,183",1.79%
2013,Pea Ridge NMP,"95,251",-27.79%,"2,776,183",1.79%
2013,President W.J. Clinton Birthplace Home NHS,"9,838",10.14%,"2,776,183",1.79%
2013,Cabrillo NM,"856,128",-2.49%,"35,575,100",-1.16%
2013,Cesar E. Chavez NM,"8,157",,"35,575,100",-1.16%
2013,Channel Islands NP,"212,029",-15.05%,"35,575,100",-1.16%
2013,Death Valley NP,"951,972",-3.31%,"35,575,100",-1.16%
2013,Devils Postpile NM,"91,794",4.50%,"35,575,100",-1.16%
2013,Eugene O'Neill NHS,"2,929",5.02%,"35,575,100",-1.16%
2013,Fort Point NHS,"1,591,312",5.89%,"35,575,100",-1.16%
2013,Golden Gate NRA,"14,289,121",-1.73%,"35,575,100",-1.16%
2013,John Muir NHS,"37,777",1.00%,"35,575,100",-1.16%
2013,Joshua Tree NP,"1,383,340",-0.92%,"35,575,100",-1.16%
2013,Kings Canyon NP,"567,544",-3.97%,"35,575,100",-1.16%
2013,Lassen Volcanic NP,"427,409",4.85%,"35,575,100",-1.16%
2013,Lava Beds NM,"105,395",-41.91%,"35,575,100",-1.16%
2013,Manzanar NHS,"77,511",6.43%,"35,575,100",-1.16%
2013,Mojave NPRES,"549,599",1.30%,"35,575,100",-1.16%
2013,Muir Woods NM,"954,125",-1.87%,"35,575,100",-1.16%
2013,Pinnacles NP,"237,677",5.88%,"35,575,100",-1.16%
2013,Point Reyes NS,"2,641,808",9.50%,"35,575,100",-1.16%
2013,Port Chicago Naval Magazine NMEM,596,11.82%,"35,575,100",-1.16%
2013,Redwood NP,"393,364",11.59%,"35,575,100",-1.16%
2013,Rosie The Riveter WWII Home Front NHP,"31,514",,"35,575,100",-1.16%
2013,San Francisco Maritime NHP,"4,154,455",0.59%,"35,575,100",-1.16%
2013,Santa Monica Mountains NRA,"633,054",-2.53%,"35,575,100",-1.16%
2013,Sequoia NP,"909,274",-17.83%,"35,575,100",-1.16%
2013,Whiskeytown NRA,"776,025",-4.71%,"35,575,100",-1.16%
2013,Yosemite NP,"3,691,191",-4.21%,"35,575,100",-1.16%
2013,Bent's Old Fort NHS,"23,324",-9.65%,"5,393,745",-7.19%
2013,Black Canyon of the Gunnison NP,"175,852",-8.68%,"5,393,745",-7.19%
2013,Colorado NM,"409,351",-9.94%,"5,393,745",-7.19%
2013,Curecanti NRA,"814,163",-5.62%,"5,393,745",-7.19%
2013,Dinosaur NM,"203,027",-9.41%,"5,393,745",-7.19%
2013,Florissant Fossil Beds NM,"58,032",-7.35%,"5,393,745",-7.19%
2013,Great Sand Dunes NP & PRES,"242,841",-4.65%,"5,393,745",-7.19%
2013,Hovenweep NM,"10,982",-6.56%,"5,393,745",-7.19%
2013,Mesa Verde NP,"460,237",-5.86%,"5,393,745",-7.19%
2013,Rocky Mountain NP,"2,991,141",-7.38%,"5,393,745",-7.19%
2013,Sand Creek Massacre NHS,"4,795",9.38%,"5,393,745",-7.19%
2013,Weir Farm NHS,"22,862",6.51%,"22,862",6.51%
2013,Chesapeake & Ohio Canal NHP,"1,185,928",4.86%,"34,202,516",-0.24%
2013,Ford's Theatre NHS,"665,876",-5.08%,"34,202,516",-0.24%
2013,Franklin Delano Roosevelt MEM,"2,837,729",2.65%,"34,202,516",-0.24%
2013,Frederick Douglass NHS,"47,625",-10.67%,"34,202,516",-0.24%
2013,Korean War Veterans Memorial,"3,209,279",-1.77%,"34,202,516",-0.24%
2013,Lincoln Memorial,"6,546,518",5.74%,"34,202,516",-0.24%
2013,"Martin Luther King, Jr. Memorial","3,205,654",-14.25%,"34,202,516",-0.24%
2013,Mary McLeod Bethune Council House NHS,"5,686",-14.44%,"34,202,516",-0.24%
2013,National Capital Parks Central,"1,712,858",99.47%,"34,202,516",-0.24%
2013,National Capital Parks East,"982,495",18.27%,"34,202,516",-0.24%
2013,Pennsylvania Avenue NHS,"257,831",-8.97%,"34,202,516",-0.24%
2013,President's Park,"658,065",9.66%,"34,202,516",-0.24%
2013,Rock Creek Park,"1,968,995",-1.72%,"34,202,516",-0.24%
2013,Thomas Jefferson MEM,"2,609,463",-0.14%,"34,202,516",-0.24%
2013,Vietnam Veterans MEM,"4,142,721",-6.37%,"34,202,516",-0.24%
2013,Washington Monument,0,,"34,202,516",-0.24%
2013,White House,"231,627",-64.74%,"34,202,516",-0.24%
2013,World War II Memorial,"3,934,166",-5.47%,"34,202,516",-0.24%
2013,Big Cypress NPRES,"1,007,788",14.19%,"10,282,814",-0.81%
2013,Biscayne NP,"486,848",-1.77%,"10,282,814",-0.81%
2013,Canaveral NS,"1,133,688",14.00%,"10,282,814",-0.81%
2013,Castillo de San Marcos NM,"778,128",7.00%,"10,282,814",-0.81%
2013,De Soto NMEM,"279,924",-35.35%,"10,282,814",-0.81%
2013,Dry Tortugas NP,"58,401",-3.55%,"10,282,814",-0.81%
2013,Everglades NP,"1,047,116",-8.30%,"10,282,814",-0.81%
2013,Fort Caroline NMEM,"307,086",-6.19%,"10,282,814",-0.81%
2013,Fort Matanzas NM,"523,694",5.25%,"10,282,814",-0.81%
2013,Gulf Islands NS,"3,628,474",-2.72%,"10,282,814",-0.81%
2013,Timucuan EHP,"1,031,667",-4.15%,"10,282,814",-0.81%
2013,Andersonville NHS,"98,771",-19.62%,"7,046,578",-4.13%
2013,Chattahoochee River NRA,"3,039,892",-4.05%,"7,046,578",-4.13%
2013,Chickamauga & Chattanooga NMP,"452,992",-12.28%,"7,046,578",-4.13%
2013,Cumberland Island NS,"51,435",-16.36%,"7,046,578",-4.13%
2013,Fort Frederica NM,"217,580",-17.03%,"7,046,578",-4.13%
2013,Fort Pulaski NM,"374,408",-2.94%,"7,046,578",-4.13%
2013,Jimmy Carter NHS,"67,455",-3.55%,"7,046,578",-4.13%
2013,Kennesaw Mountain NBP,"1,924,076",-0.61%,"7,046,578",-4.13%
2013,"Martin Luther King, Jr. NHP","704,168",-0.47%,"7,046,578",-4.13%
2013,Ocmulgee Mounds NHP,"115,801",-3.52%,"7,046,578",-4.13%
2013,War in the Pacific NHP,"266,267",4.04%,"266,267",4.04%
2013,Haleakala NP,"785,300",-28.26%,"4,902,696",-4.23%
2013,Hawaii Volcanoes NP,"1,583,209",6.69%,"4,902,696",-4.23%
2013,Kalaupapa NHP,"101,112",71.74%,"4,902,696",-4.23%
2013,Kaloko Honokohau NHP,"158,124",2.96%,"4,902,696",-4.23%
2013,Pearl Harbor NMEM,"1,786,024",1.99%,"4,902,696",-4.23%
2013,Pu'uhonua o Honaunau NHP,"363,282",-17.88%,"4,902,696",-4.23%
2013,Pu'ukohola Heiau NHS,"125,645",-6.52%,"4,902,696",-4.23%
2013,City of Rocks NRES,"94,906",-4.13%,"614,412",10.99%
2013,Craters of the Moon NM & PRES,"200,525",1.52%,"614,412",10.99%
2013,Hagerman Fossil Beds NM,"21,008",-12.23%,"614,412",10.99%
2013,Nez Perce NHP,"297,973",27.83%,"614,412",10.99%
2013,Lincoln Home NHS,"209,405",-29.13%,"209,405",-29.13%
2013,George Rogers Clark NHP,"128,531",2.03%,"1,935,295",-9.94%
2013,Indiana Dunes NP,"1,681,695",-10.99%,"1,935,295",-9.94%
2013,Lincoln Boyhood NMEM,"125,069",-6.35%,"1,935,295",-9.94%
2013,Effigy Mounds NM,"71,074",-9.51%,"199,993",-3.55%
2013,Herbert Hoover NHS,"128,919",0.08%,"199,993",-3.55%
2013,Brown v. Board of Education NHS,"19,356",-8.27%,"91,930",-9.65%
2013,Fort Larned NHS,"27,432",-17.36%,"91,930",-9.65%
2013,Fort Scott NHS,"25,773",2.95%,"91,930",-9.65%
2013,Nicodemus NHS,"3,241",-7.53%,"91,930",-9.65%
2013,Tallgrass Prairie NPRES,"16,128",-14.75%,"91,930",-9.65%
2013,Abraham Lincoln Birthplace NHP,"163,928",-3.30%,"1,604,722",-6.59%
2013,Big South Fork NRRA,"231,676",-5.85%,"1,604,722",-6.59%
2013,Cumberland Gap NHP,"714,578",-10.03%,"1,604,722",-6.59%
2013,Mammoth Cave NP,"494,541",-2.66%,"1,604,722",-6.59%
2013,Cane River Creole NHP,"25,556",-9.73%,"624,047",-0.30%
2013,Jean Lafitte NHP & PRES,"400,128",-4.66%,"624,047",-0.30%
2013,New Orleans Jazz NHP,"198,363",11.50%,"624,047",-0.30%
2013,Acadia NP,"2,254,922",-7.25%,"2,265,631",-6.80%
2013,Saint Croix Island IHS,"10,709",,"2,265,631",-6.80%
2013,Antietam NB,"370,832",-27.42%,"6,615,152",-0.65%
2013,Assateague Island NS,"678,753",-4.55%,"6,615,152",-0.65%
2013,Catoctin Mountain Park,"175,213",-33.58%,"6,615,152",-0.65%
2013,Chesapeake & Ohio Canal NHP,"3,755,439",4.86%,"6,615,152",-0.65%
2013,Clara Barton NHS,"22,737",-10.30%,"6,615,152",-0.65%
2013,Fort McHenry NM & HS,"678,431",-8.82%,"6,615,152",-0.65%
2013,Fort Washington Park,"443,918",20.36%,"6,615,152",-0.65%
2013,Greenbelt Park,"142,742",-1.93%,"6,615,152",-0.65%
2013,Hampton NHS,"32,262",-14.03%,"6,615,152",-0.65%
2013,Monocacy NB,"37,647",-20.32%,"6,615,152",-0.65%
2013,National Capital Parks East,"109,166",18.27%,"6,615,152",-0.65%
2013,Piscataway Park,"161,999",30.53%,"6,615,152",-0.65%
2013,Thomas Stone NHS,"6,013",-6.43%,"6,615,152",-0.65%
2013,Adams NHP,"285,501",-15.04%,"9,678,050",-7.72%
2013,Boston African American NHS,"386,084",-4.49%,"9,678,050",-7.72%
2013,Boston NHP,"2,245,875",-14.58%,"9,678,050",-7.72%
2013,Cape Cod NS,"4,501,898",1.36%,"9,678,050",-7.72%
2013,Frederick Law Olmsted NHS,"6,570",-24.20%,"9,678,050",-7.72%
2013,John F. Kennedy NHS,"17,273",-23.71%,"9,678,050",-7.72%
2013,Longfellow House Washington's HQ NHS,"40,554",-22.36%,"9,678,050",-7.72%
2013,Lowell NHP,"517,763",-3.68%,"9,678,050",-7.72%
2013,Minute Man NHP,"947,894",-5.32%,"9,678,050",-7.72%
2013,New Bedford Whaling NHP,"276,374",2.40%,"9,678,050",-7.72%
2013,Salem Maritime NHS,"426,328",-43.61%,"9,678,050",-7.72%
2013,Saugus Iron Works NHS,"8,154",-29.77%,"9,678,050",-7.72%
2013,Springfield Armory NHS,"17,782",4.74%,"9,678,050",-7.72%
2013,Isle Royale NP,"16,274",-2.33%,"1,989,195",-9.27%
2013,Pictured Rocks NL,"575,450",-3.06%,"1,989,195",-9.27%
2013,River Raisin NBP,"57,464",13.42%,"1,989,195",-9.27%
2013,Sleeping Bear Dunes NL,"1,340,007",-12.51%,"1,989,195",-9.27%
2013,Grand Portage NM,"88,598",-4.89%,"658,330",9.49%
2013,Mississippi NRRA,"100,111",-6.20%,"658,330",9.49%
2013,Pipestone NM,"64,760",-14.82%,"658,330",9.49%
2013,Saint Croix NSR,"171,471",55.16%,"658,330",9.49%
2013,Voyageurs NP,"233,390",8.63%,"658,330",9.49%
2013,Gulf Islands NS,"1,209,491",-2.72%,"6,784,616",5.19%
2013,Natchez NHP,"191,095",3.55%,"6,784,616",5.19%
2013,Natchez Trace PKWY,"4,810,192",8.13%,"6,784,616",5.19%
2013,Vicksburg NMP,"573,838",0.10%,"6,784,616",5.19%
2013,Gateway Arch NP,"2,377,258",-4.78%,"3,888,912",-6.78%
2013,George Washington Carver NM,"33,061",8.66%,"3,888,912",-6.78%
2013,Harry S Truman NHS,"28,977",-7.47%,"3,888,912",-6.78%
2013,Ozark NSR,"1,253,703",-10.88%,"3,888,912",-6.78%
2013,Ulysses S. Grant NHS,"38,604",-1.95%,"3,888,912",-6.78%
2013,Wilson's Creek NB,"157,309",-5.92%,"3,888,912",-6.78%
2013,Big Hole NB,"38,092",8.19%,"4,281,517",-3.82%
2013,Bighorn Canyon NRA,"130,425",-1.75%,"4,281,517",-3.82%
2013,Glacier NP,"2,190,374",1.31%,"4,281,517",-3.82%
2013,Grant-Kohrs Ranch NHS,"18,848",10.25%,"4,281,517",-3.82%
2013,Little Bighorn Battlefield NM,"277,883",-19.76%,"4,281,517",-3.82%
2013,Yellowstone NP,"1,625,895",-7.53%,"4,281,517",-3.82%
2013,Agate Fossil Beds NM,"10,504",-11.16%,"257,903",-15.18%
2013,Homestead NM of America,"67,396",-35.01%,"257,903",-15.18%
2013,Niobrara NSR,"71,876",8.90%,"257,903",-15.18%
2013,Scotts Bluff NM,"108,127",-11.74%,"257,903",-15.18%
2013,Death Valley NP,,,"4,851,429",0.88%
2013,Great Basin NP,"92,893",-2.06%,"4,851,429",0.88%
2013,Lake Mead NRA,"4,758,536",0.94%,"4,851,429",0.88%
2013,Saint-Gaudens NHP,"37,837",12.40%,"37,837",12.40%
2013,Delaware Water Gap NRA,"3,438,779",-2.56%,"5,028,646",2.94%
2013,Gateway NRA,"1,238,249",22.75%,"5,028,646",2.94%
2013,Morristown NHP,"304,941",3.51%,"5,028,646",2.94%
2013,Thomas Edison NHP,"46,677",-11.18%,"5,028,646",2.94%
2013,Aztec Ruins NM,"41,312",-7.67%,"1,512,529",0.65%
2013,Bandelier NM,"126,682",-15.71%,"1,512,529",0.65%
2013,Capulin Volcano NM,"48,466",-0.50%,"1,512,529",0.65%
2013,Carlsbad Caverns NP,"388,566",1.97%,"1,512,529",0.65%
2013,Chaco Culture NHP,"29,917",-23.38%,"1,512,529",0.65%
2013,El Malpais NM,"137,904",20.25%,"1,512,529",0.65%
2013,El Morro NM,"40,051",-10.62%,"1,512,529",0.65%
2013,Fort Union NM,"8,965",-2.71%,"1,512,529",0.65%
2013,Gila Cliff Dwellings NM,"27,825",-2.84%,"1,512,529",0.65%
2013,Pecos NHP,"32,386",-28.93%,"1,512,529",0.65%
2013,Petroglyph NM,"115,075",-3.66%,"1,512,529",0.65%
2013,Salinas Pueblo Missions NM,"24,836",-15.03%,"1,512,529",0.65%
2013,White Sands NP,"490,544",9.65%,"1,512,529",0.65%
2013,African Burial Ground NM,"93,234",20.11%,"10,986,810",-13.03%
2013,Castle Clinton NM,"2,180,694",-33.20%,"10,986,810",-13.03%
2013,Eleanor Roosevelt NHS,"43,686",-20.64%,"10,986,810",-13.03%
2013,Federal Hall NMEM,"148,647",-11.07%,"10,986,810",-13.03%
2013,Fire Island NS,"294,219",-39.13%,"10,986,810",-13.03%
2013,Fort Stanwix NM,"129,089",-33.82%,"10,986,810",-13.03%
2013,Gateway NRA,"4,952,997",22.75%,"10,986,810",-13.03%
2013,General Grant NMEM,"83,440",-9.71%,"10,986,810",-13.03%
2013,Governors Island NM,"355,553",2.10%,"10,986,810",-13.03%
2013,Hamilton Grange NMEM,"20,429",24.89%,"10,986,810",-13.03%
2013,Home of Franklin D. Roosevelt NHS,"147,218",8.45%,"10,986,810",-13.03%
2013,Martin Van Buren NHS,"16,229",-26.44%,"10,986,810",-13.03%
2013,Sagamore Hill NHS,"14,639",-27.16%,"10,986,810",-13.03%
2013,Saint Paul's Church NHS,"14,016",-13.42%,"10,986,810",-13.03%
2013,Saratoga NHP,"54,364",-5.76%,"10,986,810",-13.03%
2013,Statue of Liberty NM,"1,883,544",-37.83%,"10,986,810",-13.03%
2013,Theodore Roosevelt Birthplace NHS,"18,676",4.16%,"10,986,810",-13.03%
2013,Theodore Roosevelt Inaugural NHS,"19,198",1.71%,"10,986,810",-13.03%
2013,Upper Delaware S&RR,"114,232",-10.61%,"10,986,810",-13.03%
2013,Vanderbilt Mansion NHS,"372,569",-11.94%,"10,986,810",-13.03%
2013,Women's Rights NHP,"30,137",1.87%,"10,986,810",-13.03%
2013,Blue Ridge PKWY,"7,983,968",-15.31%,"16,138,182",-8.85%
2013,Cape Hatteras NS,"2,214,565",-3.80%,"16,138,182",-8.85%
2013,Cape Lookout NS,"416,568",-13.27%,"16,138,182",-8.85%
2013,Carl Sandburg Home NHS,"81,710",-12.54%,"16,138,182",-8.85%
2013,Fort Raleigh NHS,"263,598",-6.47%,"16,138,182",-8.85%
2013,Great Smoky Mountains NP,"4,116,066",-3.42%,"16,138,182",-8.85%
2013,Guilford Courthouse NMP,"541,581",72.82%,"16,138,182",-8.85%
2013,Moores Creek NB,"72,330",-8.84%,"16,138,182",-8.85%
2013,Wright Brothers NMEM,"447,796",-4.07%,"16,138,182",-8.85%
2013,Fort Union Trading Post NHS,"12,908",1.82%,"572,474",-14.46%
2013,Knife River Indian Villages NHS,"14,476",-9.58%,"572,474",-14.46%
2013,Theodore Roosevelt NP,"545,090",-14.90%,"572,474",-14.46%
2013,Cuyahoga Valley NP,"2,103,010",-8.55%,"2,404,918",-7.90%
2013,Dayton Aviation Heritage NHP,"59,274",-10.19%,"2,404,918",-7.90%
2013,First Ladies NHS,"10,068",1.67%,"2,404,918",-7.90%
2013,Hopewell Culture NHP,"32,206",-18.39%,"2,404,918",-7.90%
2013,James A. Garfield NHS,"21,027",-42.19%,"2,404,918",-7.90%
2013,Perry's Victory & Intl. Peace MEM,"158,231",12.80%,"2,404,918",-7.90%
2013,William Howard Taft NHS,"21,102",8.68%,"2,404,918",-7.90%
2013,Chickasaw NRA,"1,099,669",-26.05%,"1,108,103",-26.01%
2013,Washita Battlefield NHS,"8,434",-20.55%,"1,108,103",-26.01%
2013,Crater Lake NP,"523,027",16.94%,"969,051",10.71%
2013,John Day Fossil Beds NM,"156,285",5.49%,"969,051",10.71%
2013,Lewis & Clark NHP,"217,022",7.59%,"969,051",10.71%
2013,Oregon Caves NM & PRES,"72,717",-6.97%,"969,051",10.71%
2013,Allegheny Portage Railroad NHS,"107,977",-22.24%,"9,137,524",4.20%
2013,Delaware Water Gap NRA,"1,404,572",-2.56%,"9,137,524",4.20%
2013,Edgar Allan Poe NHS,"5,884",-69.20%,"9,137,524",4.20%
2013,Eisenhower NHS,"59,179",11.06%,"9,137,524",4.20%
2013,Flight 93 NMEM,"265,924",-16.36%,"9,137,524",4.20%
2013,Fort Necessity NB,"165,159",-12.10%,"9,137,524",4.20%
2013,Friendship Hill NHS,"34,372",0.24%,"9,137,524",4.20%
2013,Gettysburg NMP,"1,213,349",7.70%,"9,137,524",4.20%
2013,Hopewell Furnace NHS,"46,138",-12.73%,"9,137,524",4.20%
2013,Independence NHP,"3,553,070",-1.15%,"9,137,524",4.20%
2013,Johnstown Flood NMEM,"121,923",-0.94%,"9,137,524",4.20%
2013,Steamtown NHS,"81,174",-23.64%,"9,137,524",4.20%
2013,Thaddeus Kosciuszko NMEM,"1,682",-17.75%,"9,137,524",4.20%
2013,Upper Delaware S&RR,"114,232",-10.61%,"9,137,524",4.20%
2013,Valley Forge NHP,"1,962,889",36.05%,"9,137,524",4.20%
2013,San Juan NHS,"1,328,802",3.83%,"1,328,802",3.83%
2013,Roger Williams NMEM,"48,677",-6.29%,"48,677",-6.29%
2013,Charles Pinckney NHS,"47,309",6.76%,"1,516,151",-3.23%
2013,Congaree NP,"120,340",9.71%,"1,516,151",-3.23%
2013,Cowpens NB,"216,239",-6.78%,"1,516,151",-3.23%
2013,Fort Sumter and Fort Moultrie NHP,"815,007",-3.21%,"1,516,151",-3.23%
2013,Kings Mountain NMP,"247,632",-6.80%,"1,516,151",-3.23%
2013,Ninety Six NHS,"69,624",-4.68%,"1,516,151",-3.23%
2013,Badlands NP,"892,372",1.01%,"3,915,730",-0.88%
2013,Jewel Cave NM,"98,259",-10.10%,"3,915,730",-0.88%
2013,Minuteman Missile NHS,"76,261",0.80%,"3,915,730",-0.88%
2013,Missouri NRR,"169,698",1.15%,"3,915,730",-0.88%
2013,Mount Rushmore NMEM,"2,162,998",-1.03%,"3,915,730",-0.88%
2013,Wind Cave NP,"516,142",-2.45%,"3,915,730",-0.88%
2013,Andrew Johnson NHS,"42,929",-16.25%,"8,090,143",-3.85%
2013,Big South Fork NRRA,"333,387",-5.85%,"8,090,143",-3.85%
2013,Chickamauga & Chattanooga NMP,"452,992",-12.28%,"8,090,143",-3.85%
2013,Fort Donelson NB,"247,734",-13.00%,"8,090,143",-3.85%
2013,Great Smoky Mountains NP,"5,238,629",-3.42%,"8,090,143",-3.85%
2013,Natchez Trace PKWY,"781,656",8.13%,"8,090,143",-3.85%
2013,Obed W&SR,"198,367",-6.63%,"8,090,143",-3.85%
2013,Shiloh NMP,"536,206",-8.75%,"8,090,143",-3.85%
2013,Stones River NB,"258,242",-0.88%,"8,090,143",-3.85%
2013,Alibates Flint Quarries NM,"1,555",-54.03%,"3,482,052",-11.60%
2013,Amistad NRA,"1,025,151",-25.03%,"3,482,052",-11.60%
2013,Big Bend NP,"316,953",8.53%,"3,482,052",-11.60%
2013,Big Thicket NPRES,"120,108",-11.20%,"3,482,052",-11.60%
2013,Chamizal NMEM,"121,937",17.08%,"3,482,052",-11.60%
2013,Fort Davis NHS,"43,277",13.48%,"3,482,052",-11.60%
2013,Guadalupe Mountains NP,"145,670",-8.59%,"3,482,052",-11.60%
2013,Lake Meredith NRA,"554,272",10.31%,"3,482,052",-11.60%
2013,Lyndon B. Johnson NHP,"82,369",-25.65%,"3,482,052",-11.60%
2013,Padre Island NS,"515,830",-10.11%,"3,482,052",-11.60%
2013,Palo Alto Battlefield NHP,"32,522",-11.40%,"3,482,052",-11.60%
2013,Rio Grande W&SR,703,1.30%,"3,482,052",-11.60%
2013,San Antonio Missions NHP,"521,705",-15.14%,"3,482,052",-11.60%
2013,Arches NP,"1,082,866",1.15%,"8,981,447",-5.49%
2013,Bryce Canyon NP,"1,311,875",-5.30%,"8,981,447",-5.49%
2013,Canyonlands NP,"462,242",2.05%,"8,981,447",-5.49%
2013,Capitol Reef NP,"663,670",-1.44%,"8,981,447",-5.49%
2013,Cedar Breaks NM,"466,450",-26.17%,"8,981,447",-5.49%
2013,Dinosaur NM,"71,334",-9.41%,"8,981,447",-5.49%
2013,Glen Canyon NRA,"1,832,570",-3.37%,"8,981,447",-5.49%
2013,Golden Spike NHP,"40,704",-4.34%,"8,981,447",-5.49%
2013,Hovenweep NM,"13,977",-6.56%,"8,981,447",-5.49%
2013,Natural Bridges NM,"82,330",-7.51%,"8,981,447",-5.49%
2013,Rainbow Bridge NM,"54,773",-27.18%,"8,981,447",-5.49%
2013,Timpanogos Cave NM,"91,269",-23.15%,"8,981,447",-5.49%
2013,Zion NP,"2,807,387",-5.59%,"8,981,447",-5.49%
2013,Marsh-Billings-Rockefeller NHP,"34,112",5.27%,"34,112",5.27%
2013,Buck Island Reef NM,"28,972",-4.81%,"591,002",-8.51%
2013,Christiansted NHS,"118,638",-6.56%,"591,002",-8.51%
2013,Salt River Bay NHP & Ecological Pres,"4,791",-8.17%,"591,002",-8.51%
2013,Virgin Islands NP,"438,601",-9.26%,"591,002",-8.51%
2013,Appomattox Court House NHP,"317,660",-0.94%,"22,024,385",-5.87%
2013,Arlington House The R.E. Lee MEM,"586,531",4.22%,"22,024,385",-5.87%
2013,Assateague Island NS,"1,378,075",-4.55%,"22,024,385",-5.87%
2013,Blue Ridge PKWY,"4,893,400",-15.31%,"22,024,385",-5.87%
2013,Booker T. Washington NM,"22,103",-9.27%,"22,024,385",-5.87%
2013,Colonial NHP,"3,168,731",-3.22%,"22,024,385",-5.87%
2013,Cumberland Gap NHP,"53,785",-10.03%,"22,024,385",-5.87%
2013,Fredericksburg & Spotsylvania NMP,"880,251",-10.39%,"22,024,385",-5.87%
2013,George Washington Birthplace NM,"131,683",-2.33%,"22,024,385",-5.87%
2013,George Washington MEM PKWY,"7,360,392",-0.88%,"22,024,385",-5.87%
2013,LBJ Memorial Grove on the Potomac,"294,979",-20.50%,"22,024,385",-5.87%
2013,Maggie L. Walker NHS,"7,013",-15.26%,"22,024,385",-5.87%
2013,Manassas NBP,"538,888",-10.24%,"22,024,385",-5.87%
2013,Petersburg NB,"190,086",0.88%,"22,024,385",-5.87%
2013,Prince William Forest Park,"309,298",10.34%,"22,024,385",-5.87%
2013,Richmond NBP,"151,240",-3.64%,"22,024,385",-5.87%
2013,Shenandoah NP,"1,136,505",-6.09%,"22,024,385",-5.87%
2013,Theodore Roosevelt Island,"162,599",8.58%,"22,024,385",-5.87%
2013,Wolf Trap NP for the Performing Arts,"441,166",3.32%,"22,024,385",-5.87%
